first_para,second_para,energy
0.25,0.1,0.17322943910542027
0.5,0.1,0.17321853747012905
0.75,0.1,0.17321776020368276
1.0,0.1,0.1732435730187622
1.25,0.1,0.173209382156976
1.5,0.1,0.17321736597175127
1.75,0.1,0.17325541313932424
2.0,0.1,0.1732953901028082
2.25,0.1,0.1732194216511571
2.5,0.1,0.17321478795040712
2.75,0.1,0.1732303072698449
3.0,0.1,0.17323153940626046
3.25,0.1,0.17322985715327768
3.5,0.1,0.1732401923902845
3.75,0.1,0.17322158692701578
4.0,0.1,0.1732385858041088
4.25,0.1,0.17341495917935715
4.5,0.1,0.17325611387552667
4.75,0.1,0.173252083331521
0.25,0.15000000000000002,0.17322491891768577
0.5,0.15000000000000002,0.17321157345275875
0.75,0.15000000000000002,0.17328006071150917
1.0,0.15000000000000002,0.17322627704512594
1.25,0.15000000000000002,0.17321764754341673
1.5,0.15000000000000002,0.17324853674373492
1.75,0.15000000000000002,0.17323519370111085
2.0,0.15000000000000002,0.17323109978059886
2.25,0.15000000000000002,0.1732478595654005
2.5,0.15000000000000002,0.17322857919518925
2.75,0.15000000000000002,0.17325640279369486
3.0,0.15000000000000002,0.17324219673661562
3.25,0.15000000000000002,0.17323375854472992
3.5,0.15000000000000002,0.17323431778900217
3.75,0.15000000000000002,0.17325644478873722
4.0,0.15000000000000002,0.17323196797812676
4.25,0.15000000000000002,0.1732524891739305
4.5,0.15000000000000002,0.17325872815141982
4.75,0.15000000000000002,0.17327702644746515
0.25,0.20000000000000004,0.17322236924552833
0.5,0.20000000000000004,0.17323668697436143
0.75,0.20000000000000004,0.17320896353070492
1.0,0.20000000000000004,0.17322196823554176
1.25,0.20000000000000004,0.1732215966614175
1.5,0.20000000000000004,0.17322126400639082
1.75,0.20000000000000004,0.1732169980396301
2.0,0.20000000000000004,0.17323073573649195
2.25,0.20000000000000004,0.17322641668093855
2.5,0.20000000000000004,0.1732315231647997
2.75,0.20000000000000004,0.17323163794071778
3.0,0.20000000000000004,0.1732412559989457
3.25,0.20000000000000004,0.17322775274356844
3.5,0.20000000000000004,0.173298580671579
3.75,0.20000000000000004,0.1733015214081975
4.0,0.20000000000000004,0.1732538913835272
4.25,0.20000000000000004,0.17325545656379998
4.5,0.20000000000000004,0.17322218936143138
4.75,0.20000000000000004,0.1732457693797433
0.25,0.25000000000000006,0.17321317606713674
0.5,0.25000000000000006,0.17321229766539437
0.75,0.25000000000000006,0.17323087511743612
1.0,0.25000000000000006,0.17322208999407518
1.25,0.25000000000000006,0.17322686357286005
1.5,0.25000000000000006,0.1732127394692521
1.75,0.25000000000000006,0.1732352404281917
2.0,0.25000000000000006,0.17321184152318345
2.25,0.25000000000000006,0.17325127728621115
2.5,0.25000000000000006,0.17552071991960505
2.75,0.25000000000000006,0.17352916660892892
3.0,0.25000000000000006,0.17329105807596581
3.25,0.25000000000000006,0.1732513817572612
3.5,0.25000000000000006,0.17322001470685308
3.75,0.25000000000000006,0.17325711261822102
4.0,0.25000000000000006,0.17324094183193062
4.25,0.25000000000000006,0.17333341938893868
4.5,0.25000000000000006,0.17330156458030516
4.75,0.25000000000000006,0.17324281650023485
0.25,0.30000000000000004,0.1732115593492391
0.5,0.30000000000000004,0.17321814908936203
0.75,0.30000000000000004,0.17323167037194503
1.0,0.30000000000000004,0.1732071735000445
1.25,0.30000000000000004,0.17320978319548705
1.5,0.30000000000000004,0.17322744978188534
1.75,0.30000000000000004,0.17322472313139836
2.0,0.30000000000000004,0.17322344908453316
2.25,0.30000000000000004,0.17323406430604063
2.5,0.30000000000000004,0.1732207201394191
2.75,0.30000000000000004,0.1738881655695337
3.0,0.30000000000000004,0.17322700619912818
3.25,0.30000000000000004,0.1732285312442739
3.5,0.30000000000000004,0.17323813422261392
3.75,0.30000000000000004,0.17324249315685317
4.0,0.30000000000000004,0.17323842294894107
4.25,0.30000000000000004,0.1732216101134718
4.5,0.30000000000000004,0.2277576078437874
4.75,0.30000000000000004,0.17325813860027023
0.25,0.3500000000000001,0.17323082430511128
0.5,0.3500000000000001,0.1732314103806569
0.75,0.3500000000000001,0.17321921681260416
1.0,0.3500000000000001,0.1732338132925135
1.25,0.3500000000000001,0.17324160926872015
1.5,0.3500000000000001,0.1732182507649448
1.75,0.3500000000000001,0.17322712540576737
2.0,0.3500000000000001,0.17322599338465255
2.25,0.3500000000000001,0.1732166314066612
2.5,0.3500000000000001,0.17325519413641077
2.75,0.3500000000000001,0.17321597696408794
3.0,0.3500000000000001,0.17322710713639994
3.25,0.3500000000000001,0.1732279613619653
3.5,0.3500000000000001,0.17324310588024866
3.75,0.3500000000000001,0.1732232388601739
4.0,0.3500000000000001,0.19605392497943397
4.25,0.3500000000000001,0.17325495565535795
4.5,0.3500000000000001,0.1732621941567578
4.75,0.3500000000000001,0.17326120344077664
0.25,0.40000000000000013,0.1732253874980047
0.5,0.40000000000000013,0.17323784117162863
0.75,0.40000000000000013,0.17327575188625716
1.0,0.40000000000000013,0.17321659328971487
1.25,0.40000000000000013,0.17321103462427037
1.5,0.40000000000000013,0.1732277298352361
1.75,0.40000000000000013,0.17321404187889874
2.0,0.40000000000000013,0.17791412830200054
2.25,0.40000000000000013,0.17323108511062146
2.5,0.40000000000000013,0.17323004704365072
2.75,0.40000000000000013,0.17322334195627773
3.0,0.40000000000000013,0.17321402542979847
3.25,0.40000000000000013,0.17323647111719398
3.5,0.40000000000000013,0.17321078300329756
3.75,0.40000000000000013,0.17322952348567083
4.0,0.40000000000000013,0.17327090541637474
4.25,0.40000000000000013,0.17323464930226806
4.5,0.40000000000000013,0.17323559631162108
4.75,0.40000000000000013,0.17324384941352794
0.25,0.45000000000000007,0.17322538995137476
0.5,0.45000000000000007,0.17321198518047645
0.75,0.45000000000000007,0.1732082023295901
1.0,0.45000000000000007,0.17321913667184408
1.25,0.45000000000000007,0.17323968650701485
1.5,0.45000000000000007,0.17322575613705699
1.75,0.45000000000000007,0.17321971387908408
2.0,0.45000000000000007,0.17322941946008336
2.25,0.45000000000000007,0.17322180403313006
2.5,0.45000000000000007,0.17323156925785999
2.75,0.45000000000000007,0.1732208086607802
3.0,0.45000000000000007,0.17323035261549016
3.25,0.45000000000000007,0.17323641057350903
3.5,0.45000000000000007,0.1732224016703599
3.75,0.45000000000000007,0.17322130432641095
4.0,0.45000000000000007,0.17323146904479342
4.25,0.45000000000000007,0.17328056463347885
4.5,0.45000000000000007,0.1732346740202299
4.75,0.45000000000000007,0.17324221627290207
0.25,0.5000000000000001,0.17321082220481565
0.5,0.5000000000000001,0.17323939803712907
0.75,0.5000000000000001,0.1732365521676064
1.0,0.5000000000000001,0.1732297927933994
1.25,0.5000000000000001,0.17322980577898078
1.5,0.5000000000000001,0.17321311095376452
1.75,0.5000000000000001,0.17322230745265726
2.0,0.5000000000000001,0.17322908725277994
2.25,0.5000000000000001,0.1732144711854423
2.5,0.5000000000000001,0.17322671473604467
2.75,0.5000000000000001,0.17323617359857563
3.0,0.5000000000000001,0.17324459472534162
3.25,0.5000000000000001,0.17323728194817237
3.5,0.5000000000000001,0.17325759314390435
3.75,0.5000000000000001,0.1732149461523282
4.0,0.5000000000000001,0.17322294025677848
4.25,0.5000000000000001,0.17323739945213906
4.5,0.5000000000000001,0.17326360437035943
4.75,0.5000000000000001,0.17325735389582939
0.25,0.5500000000000002,0.1732180875143836
0.5,0.5500000000000002,0.1732123691857581
0.75,0.5500000000000002,0.17321699610373403
1.0,0.5500000000000002,0.17321921415975078
1.25,0.5500000000000002,0.17321370298985886
1.5,0.5500000000000002,0.17323257454080992
1.75,0.5500000000000002,0.17322377592633093
2.0,0.5500000000000002,0.17325537232821023
2.25,0.5500000000000002,0.1732448144053227
2.5,0.5500000000000002,0.17325579891838672
2.75,0.5500000000000002,0.17324087751758316
3.0,0.5500000000000002,0.1732396221343665
3.25,0.5500000000000002,0.17323472394546238
3.5,0.5500000000000002,0.17324238949781148
3.75,0.5500000000000002,0.1732443452895296
4.0,0.5500000000000002,0.17322085096450662
4.25,0.5500000000000002,0.17323556539020668
4.5,0.5500000000000002,0.17326880078230203
4.75,0.5500000000000002,0.17328932781585107
0.25,0.6000000000000002,0.17322110950920086
0.5,0.6000000000000002,0.17321316106149148
0.75,0.6000000000000002,0.1732430179439857
1.0,0.6000000000000002,0.1732335223530745
1.25,0.6000000000000002,0.17323516838992126
1.5,0.6000000000000002,0.17321265605013647
1.75,0.6000000000000002,0.17322584425085724
2.0,0.6000000000000002,0.17322036092683812
2.25,0.6000000000000002,0.1732251625944502
2.5,0.6000000000000002,0.17324347664404277
2.75,0.6000000000000002,0.17322736291650487
3.0,0.6000000000000002,0.17323654740800132
3.25,0.6000000000000002,0.1732270279853062
3.5,0.6000000000000002,0.1732266453515559
3.75,0.6000000000000002,0.17323915792959332
4.0,0.6000000000000002,0.17323281534241028
4.25,0.6000000000000002,0.17321734788122958
4.5,0.6000000000000002,0.1732579530318613
4.75,0.6000000000000002,0.17322071955860777
0.25,0.6500000000000001,0.1732255972800875
0.5,0.6500000000000001,0.17321630622216552
0.75,0.6500000000000001,0.17321269935569333
1.0,0.6500000000000001,0.17321914123712417
1.25,0.6500000000000001,0.17322219942759676
1.5,0.6500000000000001,0.17322799808323283
1.75,0.6500000000000001,0.17322475718203564
2.0,0.6500000000000001,0.17322518570864942
2.25,0.6500000000000001,0.17324135389767403
2.5,0.6500000000000001,0.17322782783708174
2.75,0.6500000000000001,0.17323040798869171
3.0,0.6500000000000001,0.17325033957587702
3.25,0.6500000000000001,0.17324137821782423
3.5,0.6500000000000001,0.17323641113567156
3.75,0.6500000000000001,0.1732384324738006
4.0,0.6500000000000001,0.1732128531212505
4.25,0.6500000000000001,0.17324096803615846
4.5,0.6500000000000001,0.17324199416810804
4.75,0.6500000000000001,0.17322308485972043
0.25,0.7000000000000002,0.17325962730994177
0.5,0.7000000000000002,0.17322778125014637
0.75,0.7000000000000002,0.17322899070789322
1.0,0.7000000000000002,0.17321274428476766
1.25,0.7000000000000002,0.17322203087725496
1.5,0.7000000000000002,0.17322082870993322
1.75,0.7000000000000002,0.17323279774460215
2.0,0.7000000000000002,0.17324120084555156
2.25,0.7000000000000002,0.17321844392943983
2.5,0.7000000000000002,0.17323877637735688
2.75,0.7000000000000002,0.17324966488386245
3.0,0.7000000000000002,0.17323481701328416
3.25,0.7000000000000002,0.17322170198339853
3.5,0.7000000000000002,0.17324906737622814
3.75,0.7000000000000002,0.1732490118963218
4.0,0.7000000000000002,0.17323680150283066
4.25,0.7000000000000002,0.17325289339523797
4.5,0.7000000000000002,0.17324414245803954
4.75,0.7000000000000002,0.17323400784035847
0.25,0.7500000000000002,0.17321614619347403
0.5,0.7500000000000002,0.17322617279391164
0.75,0.7500000000000002,0.17322239779470563
1.0,0.7500000000000002,0.173216361719439
1.25,0.7500000000000002,0.17322423162863418
1.5,0.7500000000000002,0.17321807525141344
1.75,0.7500000000000002,0.17323591710170605
2.0,0.7500000000000002,0.17322462045702136
2.25,0.7500000000000002,0.17323780591537657
2.5,0.7500000000000002,0.17321733150058755
2.75,0.7500000000000002,0.17325065778551224
3.0,0.7500000000000002,0.1732412689588612
3.25,0.7500000000000002,0.17323375192517673
3.5,0.7500000000000002,0.17324000427118996
3.75,0.7500000000000002,0.173240886691799
4.0,0.7500000000000002,0.17321762790087822
4.25,0.7500000000000002,0.1732432568070528
4.5,0.7500000000000002,0.17325763592831717
4.75,0.7500000000000002,0.17325091649502497
0.25,0.8000000000000002,0.17321065831079274
0.5,0.8000000000000002,0.17323174824681326
0.75,0.8000000000000002,0.1732162682599967
1.0,0.8000000000000002,0.17321387213541525
1.25,0.8000000000000002,0.1732177539376022
1.5,0.8000000000000002,0.1732405615782871
1.75,0.8000000000000002,0.17322273171411948
2.0,0.8000000000000002,0.17323247180769136
2.25,0.8000000000000002,0.1732158251893945
2.5,0.8000000000000002,0.1732348669619176
2.75,0.8000000000000002,0.1732158140365967
3.0,0.8000000000000002,0.1732232046649273
3.25,0.8000000000000002,0.17326676133189584
3.5,0.8000000000000002,0.17323699565507786
3.75,0.8000000000000002,0.17325321342014116
4.0,0.8000000000000002,0.17324307655639665
4.25,0.8000000000000002,0.17323382218431393
4.5,0.8000000000000002,0.17326652151710295
4.75,0.8000000000000002,0.17323875131241354
0.25,0.8500000000000002,0.17323065986975955
0.5,0.8500000000000002,0.17321280432053068
0.75,0.8500000000000002,0.1732302596839119
1.0,0.8500000000000002,0.17322034236054762
1.25,0.8500000000000002,0.17321497655748794
1.5,0.8500000000000002,0.17323548833292926
1.75,0.8500000000000002,0.17322323165017836
2.0,0.8500000000000002,0.17321163705491485
2.25,0.8500000000000002,0.1732160387002504
2.5,0.8500000000000002,0.17322130989727239
2.75,0.8500000000000002,0.17323185200393182
3.0,0.8500000000000002,0.17323191458133244
3.25,0.8500000000000002,0.17323581356988663
3.5,0.8500000000000002,0.17323820705481807
3.75,0.8500000000000002,0.17322825378859757
4.0,0.8500000000000002,0.1732587707267456
4.25,0.8500000000000002,0.1732176376438404
4.5,0.8500000000000002,0.17324466715749365
4.75,0.8500000000000002,0.17324645408132336
0.25,0.9000000000000002,0.17321199835379375
0.5,0.9000000000000002,0.17323144273812624
0.75,0.9000000000000002,0.17321732754827474
1.0,0.9000000000000002,0.17321559725603114
1.25,0.9000000000000002,0.17323211705582509
1.5,0.9000000000000002,0.17322741318738233
1.75,0.9000000000000002,0.1732308502153653
2.0,0.9000000000000002,0.1732450651382155
2.25,0.9000000000000002,0.17325024223791738
2.5,0.9000000000000002,0.1732568516319743
2.75,0.9000000000000002,0.17323168499311922
3.0,0.9000000000000002,0.1732405060623039
3.25,0.9000000000000002,0.17322163933546905
3.5,0.9000000000000002,0.17323338923705184
3.75,0.9000000000000002,0.17321828541126108
4.0,0.9000000000000002,0.17322212687768987
4.25,0.9000000000000002,0.17325022972849638
4.5,0.9000000000000002,0.17325799224927327
4.75,0.9000000000000002,0.17323323418427836
0.25,0.9500000000000003,0.1732385628657544
0.5,0.9500000000000003,0.17321440368433388
0.75,0.9500000000000003,0.17323262269103076
1.0,0.9500000000000003,0.17323403756989847
1.25,0.9500000000000003,0.17323603669807333
1.5,0.9500000000000003,0.1732251305690317
1.75,0.9500000000000003,0.17322437928769957
2.0,0.9500000000000003,0.17326164499200558
2.25,0.9500000000000003,0.17324346382228867
2.5,0.9500000000000003,0.17323153465250413
2.75,0.9500000000000003,0.1732384496470667
3.0,0.9500000000000003,0.17320928116518616
3.25,0.9500000000000003,0.17325102572753637
3.5,0.9500000000000003,0.1732629387999619
3.75,0.9500000000000003,0.17324104626259573
4.0,0.9500000000000003,0.17323127203219874
4.25,0.9500000000000003,0.17324668669995208
4.5,0.9500000000000003,0.1732556843927781
4.75,0.9500000000000003,0.17324390166945966
